name,adresse1,postal_code,commune,city,latitude,longitude,phone,email,website,access,epoque,descriptif
Musée des Beaux-Arts de Lyon,20 place des Terreaux,69001,Lyon 1er,,45.767191,4.833501,,contact@mba-lyon.fr,http://www.mba-lyon.fr,"Métro A et C - Bus C3, 3, 6, 13, 18, 19, 44, 91 : station Hôtel de Ville – Louis Pradel",XVIIe ,"Ancienne abbaye et cloître du XVIIe siècle, havre de paix en plein cœur de Lyon."
Clos Saint-Benoît,3 rue Saint Benoît,69001,Lyon 1er,,45.768740,4.826019,,,,"Bus 3, 19, 31, 40, C14 : Passerelle Saint-Vincent - Métro : station Hôtel de Ville (+10 minutes à pieds) - Bateau vaporetto à Saint-Paul.",XVIIe ,Cloître de bénédictines agrémenté d'un espace vert public et récemment d'un jardin pédagogique.
Hôtel de Ville de Lyon,Place de la Comédie,69001,Lyon 1er,,45.767801,4.835997,04 72 10 30 30,lyonendirect@mairie-lyon.fr,,"Bus C3, 13, 18, Métro A : Hôtel de Ville-Louis Pradel",XVIIe ,"Conçu par Simon Maupin, Lemercier, et Gérard Desargues, l'Hôtel de Ville a été achevé en 1672. Il est à l'époque perçu comme une réplique du Louvre à l'échelle de Lyon et reconnu comme le plus bel Hôtel de Ville de France."
Archipel - Centre de Culture Urbain,21 place des Terreaux,69001,Lyon 1er,,45.767195,4.833625,,,,"Métro A et C - Bus 1, 3, 6, 13, 18, 19, 44 : Hôtel-de-Ville",XVIIe ,Outil culturel de création et de sensibilisation des publics à l’architecture et la ville contemporaine.
Opéra de Lyon,Place de la Comédie,69001,Lyon 1er,,45.767801,4.835997,,contact@opera-lyon.com,http://www.opera-lyon.com,"Métro A-C, Bus : Hôtel de Ville - Louis Pradel",XVIIe-XXe,"Inauguré en mai 1993, l'opéra ""Nouvel"" est devenu ""Opéra national de Lyon"" en 1996."
Le Grenier d'Abondance ( DRAC Rhône-Alpes),6 quai Saint Vincent,69001,Lyon 1er,,45.769447,4.814609,,,,"Bus C14, 19, 31, 40, 45 : Pont Koenig",XVIIIe ,"Édifié entre 1722 et 1728 pour le stockage du blé, transformé dès l’Ancien Régime en bâtiment militaire, le Grenier d’abondance abrite aujourd’hui la Direction régionale des affaires culturelles de Rhône-Alpes."
Eglise Notre-Dame Saint-Vincent,59 quai Saint Vincent,69001,Lyon 1er,,45.767405,4.829265,,,,"Bus C3 : La Feuillée - Bus 19, 40, 44 : Saint-Vincent",XVIIIe ,"Ancien couvent des Augustins, il marque une rupture avec le style baroque et le retour du néoclassique. Importante exposition de vêtements liturgiques anciens."
Association La Gonette,4 rue Imbert Colomès,69001,Lyon 1er,,45.771283,4.832055,,,,"Bus S6 : Pouteau, Métro C : station Croix-Rousse - descendre la rue des Pierres Plantées.",,"A la Croix-Rousse depuis mars 2015, l’association la Gonette lance la monnaie locale complémentaire lyonnaise du même nom."
Atelier de Luthier Charlemagne,4 rue Terraille,69001,Lyon 1er,,45.768670,4.835004,,,,Métro : Hôtel de ville.,,"Atelier où sont réglés, réparés et restaurés violons, altos, violoncelles et contrebasses. "
Galerie Atelier 28,28 rue Burdeau,69001,Lyon 1er,,45.770316,4.832490,,,,Métro A : Hôtel de Ville - Métro C : Croix-Paquet – Bus S6,,Artistes confirmés de la seconde moitié du XXe siècle et jeunes talents appelés à faire l'actualité.
Les Musidanses,99 montée de la grande côte,69001,Lyon 1er,,0.000000,0.000000,,,,"Métro A : Hôtel de ville – Métro C : Hôtel de ville ou Croix Paquet. Bus : C3, C13, C14, C18, S6, S12, 19 : Terreaux",,Ecole associative de musique créée en 2001 et dirigée par Susana Nasanovsky Lanier.
Galerie Le Réverbère,38 rue Burdeau,69001,Lyon 1er,,45.770532,4.834429,,,,Métro A : station Hôtel de Ville - Métro C : station Croix-Paquet ou Hôtel de Ville,,Galerie de photographie contemporaine.
Fresque des Lyonnais,2 rue de la Martinière,69001,Lyon 1er,,45.768108,4.828041,,,,"Bus C3 : La Feuillée - Bus 19, 40, 44 : Saint-Vincent",,La fresque représente 24 personnages historiques lyonnais et 6 personnages contemporains.
Carré 30,12 rue Pizay,69001,Lyon 1er,,45.766744,4.835231,04 78 39 74 61,carre30lyon@free.fr,http://lecarre30lyon.blogspot.com,"Bus C3, 13, 18, Métro A : Hôtel de Ville-Louis Pradel",,Lieu associatif mélangeant spectacle culturel et poésie.
Coopérative du Zèbre,22 rue Jean Baptiste Say,69001,Lyon 1er,,45.773073,4.831369,,,,Bus C13 : Croix-Rousse,,"Lieu associatif mêlant la passion pour la cuisine, le sens du partage et l’implication sociale et culturelle de l’équipe."
Centre de danse Acquaviva,14 rue Pizay,69001,Lyon 1er,,45.766898,4.835286,04 78 28 92 71,sjc.acquaviva@wanadoo.fr,http://photogala.fr,Métro A : Hôtel de Ville - Métro C : Croix-Paquet,,
Atelier de dorure ARBORE,100 montée de la Grande Côte,69001,Lyon 1er,,45.769669,4.829912,,,,"Bus 6, 13, 18 : Mairie du 1er",,
Espace 44,44 rue Burdeau,69001,Lyon 1er,,45.770440,4.834984,,,,Bus S6 : Tables Claudiennes - S12 : Imbert-Colomès,,"Théâtre de 40 places qui fait partie du réseau ""Scène Découvertes""."
Théâtre des Clochards Célestes,51 rue des Tables Claudiennes,69001,Lyon 1er,,45.771060,4.834012,04 78 28 34 43,billetterie@clochardscelestes.com,http://www.clochardscelestes.com,"Bus S6 : Pouteau, Métro C : station Croix-Rousse",,Théâtre intimiste et convivial d’une cinquantaine de places offrant une programmation pour les adultes et les enfants.
Place Sathonay,0,69001,Lyon 1er,,45.769263,4.830150,,,,"Bus 6, 13, 18 : Mairie du 1er",,
Halte fluviale,Quai de la Pêcherie,69001,Lyon 1er,,45.766799,4.830053,,,,Bus 31-40 : La Feuillée,,
,Place Louis Pradel,69001,Lyon 1er,,45.767967,4.835956,,,,,,
Eglise Saint Nizier,1 place Saint-Nizier,69002,Lyon 2ème,,45.764596,4.832996,,,,"Métro A : Cordeliers - Bus 18, 91:   Cordeliers-Bourse",XIVe-XVIe,Edifice religieux de style gothique flamboyant repérable par l’asymétrie de ses deux flèches et classé Monument historique.
Théâtre des Célestins,4 rue Charles-Dullin,69002,Lyon 2ème,,45.759905,4.831579,,,,Métro A : station Bellecour,XIXe ,"Ce théâtre à l'italienne conserve toute la majesté de son architecture d'origine. Rénové en 2004, il conjugue désormais tradition et haute technicité."
Brasserie Georges,30 cours de Verdun,69002,Lyon 2ème,,45.748549,4.828341,,,,"Métro A, Tram T1-T2 : Perrache",XIXe ,"Brasserie depuis 1836, date de sa création par un alsacien. Vitraux de Lucien Bégule à l’entrée."
Mairie du 2ème arrondissement,2 rue d'Enghien,69002,Lyon 2ème,,45.753198,4.827086,04 78 92 73 00,,http://www.mairie2.lyon.fr,Métro A : Ampère-Victor-Hugo,XIXe ,"Edifice construit en 1875 par Clair Tisseur pour le compte de la Compagnie des forges de Terrenoire, devenu Mairie en 1891."
Eglise Saint François de Sales,11 rue Auguste Comte,69002,Lyon 2ème,,45.755203,4.831372,,,,"Métro A -D : station Bellecour - Bus C5, C9, C12, C20, 27, 40, S1 : Bellecour - Le Viste - Bus C10, S1, 15, 35, 88 : Bellecour Charité - Bus C5, C9, C12, 14 : Bellecour - Antonin-Poncet",XIXe ,"Église néoclassique-néo baroque par agrandissement de l'ancienne chapelle baroque Sainte-Madeleine (XVII-XVIIIe siècles), entièrement repeinte et décorée par des artistes renommés."
Musée des Tissus et des Arts décoratifs,34 rue de la Charité,69002,Lyon 2ème,,45.753101,4.831699,04 78 38 42 00,musees@lyon.cci.fr,http://www.musee-des-tissus.com,"Métro A, Navette presqu'Île : station Ampère-Victor-Hugo ou Bellecour",XIXe ,"Le musée des Tissus retrace plus de 4500 ans d'histoire du textile et des civilisations. Le musée des Arts décoratifs évoque le décor intérieur d'un hôtel particulier au travers de ""Period Rooms""."
Basilique Saint Martin d'Ainay,Place d'Ainay,69002,Lyon 2ème,,45.753324,4.827227,,,,"Métro A, bus 91 : Ampère-Victor-Hugo",XIe-XIIe,"Abbaye dont il reste le très original clocher porche (XIe siècle), l’église romane principale (XIIe siècle) et une chapelle plus ancienne du XIe siècle (Sainte-Blandine), remaniées au XIXe siècle."
Musée de l'Imprimerie et de la communication graphique,13 rue de la Poulaillerie,69002,Lyon 2ème,,45.764177,4.834744,04 78 37 65 98,mil@mairie-lyon.fr,http://www.imprimerie.lyon.fr,Métro A : Cordeliers - Bus 18 : Cordeliers-Bourse,XVe ,"Après 50 ans d’existence, le Musée de l’imprimerie de Lyon est devenu le Musée de l’imprimerie et de la communication graphique. Muséographie etscénographie rénovées."
Sanctuaire Saint-Bonaventure,Place des Cordeliers,69002,Lyon 2ème,,45.763484,4.837119,,,,"Métro A, Bus C3, C5, C13, C14, C23, 9, 27, 171 : Cordeliers",XVe ,"Église majeure du centre de Lyon à la décoration riche, dotée d’un orgue exceptionnel et inscrite Monument historique."
Chapelle de la Trinité,29-31 rue de la Bourse,69002,Lyon 2ème,,45.765625,4.836865,04 78 38 09 09,info@lachapelle-lyon.org,http://www.lachapelle-lyon.org,"Métro A, bus C3, C18 : Cordeliers ou Hôtel de Ville",XVIIe ,"Chapelle jésuite édifiée entre 1617 et 1622 dans un style baroque, classée Monument historique."
Hôtel Dieu,1 place de l'Hôpital,69002,Lyon 2ème,,45.759239,4.836005,,,,"Métro A-D : station Bellecour - Bus C12, C5, C9, C20, 27, 40, S1 : Bellecour le Viste - Bus C10, S1, 15, 35, 88 : Bellecour Charité",XVIIe ,"La Chapelle de l’Hôtel-Dieu, à l’architecture issue de la Contre-Réforme adaptée à l’hôpital, est entièrement décorée en trompe-l’œil néo-baroque. Sa restauration a débuté en 2012."
Maison Rhodanienne de l'Environnement,32 rue Sainte-Hélène,69002,Lyon 2ème,,45.754020,4.831903,04 72 77 19 80,conferences@mre69.org,http://www.maison-environnement.info,Métro A : station Bellecour ou Ampère Victor Hugo – Bus S1 : Sainte-Hélène,XVIIIe ,"Lieu ressource ouvert à tous dans les domaines de l'écologie, du développement durable et de la citoyenneté, regroupant 33 associations de protection de la nature et du cadre de vie."
Archives municipales de Lyon,1 place des Archives,69002,Lyon 2ème,,45.747657,4.824876,04 78 92 32 50,aml@mairie-lyon.fr,http://www.archives-lyon.fr,"Métro A, Tram T2 : Perrache - Tram T1 : Suchet",XXe-XXIe,Ancien centre de tri postal de Lyon-gare réalisé par l’architecte Jean Clapot en 1905.
Pont Raymond Barre,0,69002,Lyon 2ème,,45.733519,4.819051,,,,Tram T1 : Musée des Confluences,XXIe,"Pont réservé aux modes doux, tramways, piétons, cyclistes. Avec deux immenses arches, l’espace central offre un panorama unique."
Pavillon Rives de Saône,Angle quai Saint-Antoine - Pont Maréchal Juin,69002,Lyon 2ème,,45.762931,4.831796,,,,,XXIe ,Lieu d’information et de médiation autour du projet Rives de Saône et première œuvre d’art installée sur le parcours des Rives de Saône ; conçu par l’artiste Didier Faustino et ouvert au public depuis juin 2012.
Hôtel de Région,1 esplanade François Mitterrand,69002,Lyon 2ème,,45.740446,4.819168,,,,"Tram T1, Bus 8, 63, 91 : Hôtel de Région / Montrochet",XXIe ,"Le siège de la Région Rhône-Alpes, installé depuis 2011 au cœur du quartier de la Confluence à Lyon, a été conçu par l'architecte Christian de Portzamparc."
69 rue de la République,0,69002,Lyon 2ème,,45.759258,4.835002,,,,"Métro A ou D : station Bellecour - Bus 15, 35, 88, C10 :   Bellecour Charité - Bus 14, 488, PL2, PL4 :   Bellecour - A. Poncet - Bus 27, 40, C12, C20, C5, C9, N40, S1 :   Bellecour Le Viste",,"Bâtiment situé dans le secteur classé de l'Hôtel Dieu, orné de murs peints conçus et réalisés par CitéCréation, fruit d'un travail commun avec les équipes d'ACIES Consulting Group."
Magasin PRINTEMPS,42 place de la République,69002,Lyon 2ème,,45.761073,4.836192,,,,Métro A : Cordeliers  Métro A – D : Bellecour,,"Pour ses 150 ans, le grand magasin ouvre ses coulisses et raconte les temps forts de son histoire"
Théâtre des Marronniers,7 rue des Marronniers,69002,Lyon 2ème,,45.757068,4.834844,04 78 37 98 17,infos@theatre-des-marronniers.com,http://www.theatre-des-marronniers.com,"Métro A -D : station Bellecour - Bus C5, C9, C12, C20, 27, 40, S1 : Bellecour - Le Viste - Bus C10, S1, 15, 35, 88 : Bellecour Charité - Bus C5, C9, C12, 14 : Bellecour - Antonin-Poncet",,"Théâtre intime de 50 places créé en 1985. Scène Découvertes, théâtre d'auteur et d'acteur."
Goethe Institut,18 rue François Dauphin,69002,Lyon 2ème,,45.755366,4.832662,04 72 77 08 88,info@lyon.goethe.org,http://www.goethe.de/ins/fr/lyo/frindex.htm,"Métro A -D : station Bellecour - Bus C5, C9, C12, C20, 27, 40, S1 : Bellecour - Le Viste - Bus C10, S1, 15, 35, 88 : Bellecour Charité - Bus C5, C9, C12, 14 : Bellecour - Antonin-Poncet",,"Ancien théâtre, jeu de paume et ancienne imprimerie du Progrès, aujourd’hui transformé en Goethe-Loft, lieu de présentation de nombreuses manifestations du Goethe-Institut Lyon et de ses partenaires européens."
Musée des Confluences,86 quai Perrache,69002,Lyon 2ème,,45.733775,4.818794,,,,"Tram T1 : Montrochet - Bus C7, 10, 15, 88 : Pont Pasteur rive droite - Navette Presqu’Île 91 : Charlemagne - Casimir-Périer",,"Au cœur d’une structure monumentale faite de métal et de verre, cet établissement propose un voyage à travers le temps et les continents afin d’observer le monde qui nous entoure."
Institut culturel italien,45 rue de la Bourse,69002,Lyon 2ème,,45.764313,4.836856,,,,"Métro A, bus C3, C5, C13, C14, C23, 9, 27, 171 : Cordeliers",,Institut chargé de promouvoir la culture et la langue italiennes.
Office du tourisme,Place Bellecour,69002,Lyon 2ème,,45.756573,4.832784,,,,Métro A-D : Bellecour,,
Maison de la Confluence,73 rue Smith,69002,Lyon 2ème,,45.742169,4.821938,,,,Tram T1 : Montrochet,,
,Place Saint-Nizier,69002,Lyon 2ème,,45.764647,4.832953,,,,"Métro A, Bus C3, C14, 19, 27, 31, 40, S1: Cordeliers ou Hôtel de ville",,
Embarcadère,Quai des Célestins,69002,Lyon 2ème,,45.760887,4.831170,,,,Bus 31-40 : Pont Bonaparte ,,
Embarcadère Place Antonin Poncet,Quai Gailleton,69002,Lyon 2ème,,45.755567,4.835607,,,,,,
L'Embarcadère,13bis quai Rambaud,69002,Lyon 2ème,,45.750586,4.822731,,,,Bus 8-63-185 : Claudius Collonge,,
,Place Bellecour,69002,Lyon 2ème,,45.757877,4.832005,,,,"Métro A -D : station Bellecour - Bus C5, C9, C12, C20, 27, 40, S1 : Bellecour - Le Viste - Bus C10, S1, 15, 35, 88 : Bellecour Charité - Bus C5, C9, C12, 14 : Bellecour - Antonin-Poncet",,
Mairie du 3ème arrondissement,215 rue Duguesclin,69003,Lyon 3ème,,45.760285,4.848936,04 78 95 83 50,,http://www.mairie3.lyon.fr,"Métro B : Station Guichard - Tram T1 : Moncey-Mairie du 3e- Bus C4, C9, C13, C14",XIXe,"Construit en 1891, le bâtiment possède une marquise et des luminaires d'origine au-dessus de l'entrée. À l'intérieur se trouve une galerie couverte ""à l'italienne"" et un sol paré de mosaïques."
Préfecture du Rhône,106 rue Pierre Corneille,69003,Lyon 3ème,,45.760856,4.844260,,,,"Tram T1 : Saxe Préfecture - Bus C4, C13, C14, C9 : Saxe-Préfecture - Métro B : station Place Guichard - Bourse du Travail",XIXe ,Edifice en pierre de taille construit par Antonin Louvier entre 1883 et 1890 et inscrit Monument historique.
Grand Temple - Eglise réformée,3 quai Victor Augagneur,69003,Lyon 3ème,,45.762074,4.841409,,,,"Tram T1 : Liberté - Bus C3, C14, 27 : Molière",XIXe ,Temple de l'Église Protestante Unie de France construit par l’architecte Gaspard André et classé Monument historique.
Théâtre des Asphodèles,17bis impasse Saint-Eusèbe,69003,Lyon 3ème,,45.757848,4.873302,04 72 61 12 55,compagnie@asphodeles.com,http://www.asphodeles.com,"Bus C9 : Ferrandière ou Maisons Neuves, C16 : Sacré Cœur, C11 : Maisons Neuves, C16 Paul Bert Baraban ou Paul Bert Turbil. Tram T3 : Dauphiné Lacassagne.",XXe,"Composé d’une salle de spectacle de 100 places et de 2 salles annexes, le Théâtre des Asphodèles se situe dans des anciens bureaux de tri postal entièrement réhabilités."
Bibliothèque Municipale de la Part-Dieu,30 boulevard Vivier Merle,69003,Lyon 3ème,,45.760250,4.857886,04 78 62 18 00,,http://www.bm-lyon.fr,"Gare de la Part Dieu, T1, T3, Métro ligne B : Part Dieu. Bus C7, C1, C2 : Vivier Merle",XXe ,"Bâtiment conçu par l’architecte Jacques Perrin-Fayolle en 1972, autour d’un silo de 17 étages permettant la conservation de plus de 2 millions de documents et l’accès à la Bibliothèque municipale de Lyon."
Caves Bahadourian,20 rue Villeroy,69003,Lyon 3ème,,45.756831,4.844588,,,,Métro D : Guillotière - Métro B : Saxe-Gambetta ou Place Guichard - Bus 4-18,XXe ,"Bazar à l'orientale où l'on trouve tous les produits de la Méditerranée, créé et tenu par le grand épicier Djebraïl Bahadourian (1907-1991)."
Auditorium Maurice Ravel,149 rue Garibaldi,69003,Lyon 3ème,,45.761214,4.851944,04 78 95 95 95,,http://www.onl.fr,"Métro B - Tram T1, T3 - Bus C3, 25, 28, 36, 37, 41, 47, 59, 70, 99 : Part-Dieu",XXe ,L’une des rares institutions françaises réunissant une salle de concerts de 2100 places et un orchestre permanent accueillant les 103 musiciens de l’Orchestre national de Lyon.
Eglise du Saint Sacrement,15 rue Étienne-Dolet,69003,Lyon 3ème,,45.757516,4.851890,,,,Métro B : station Place Guichard ou Saxe-Gambetta,XXe ,Œuvre de l’architecte de Fourvière Sainte Marie Perrin. Vitraux de Georges Decôte.
Mémorial Montluc,4 rue Jeanne Hachette,69003,Lyon 3ème,,45.750636,4.861708,,,,"Métro D : station Sans Souci - Bus 69, C6, C23, C25 : Manufacture des Tabacs - Tram T4 : Manufacture - Montluc",XXe ,"Prison militaire inscrite Monument historique, lieu de la répression nazi durant la Seconde Guerre mondiale."
Villa Berliet,39 avenue Esquirol,69003,Lyon 3ème,,45.742005,4.892039,,,,"Tram T2,  Bus 28 : Vinatier - Métro D : station Laënnec",XXe ,"Villa ""Art Nouveau"", demeure familiale de Marius Berliet construite en 1911 par Paul Bruyas et décorée de boiseries de Louis Majorelle et d’un remarquable ensemble de vitraux de Jacques Grüber."
Société d'enseignement professionnel du Rhône (SEPR),46 rue du Professeur Rochaix,69003,Lyon 3ème,,45.746548,4.877421,,,http://www.sepr.edu,"Métro D - Tramway T2 - Bus 24, C8, C13, C16, C22, C26, 25 : stations Grange Blanche, place Henri et place d’Arsonval",XXIe,"Société d’Enseignement Professionnel du Rhône, association créée en 1864 qui assure la formation des jeunes et des adultes. Campus implanté sur l'ancien site industriel RVI."
Café social L'Olivier des Sages,8 rue de l'Epée,69003,Lyon 3ème,,45.756620,4.843402,,,,"Métro, Tram T1 : Guillotière",XXIe,L'Association l'Olivier des Sages a pour but de lutter contre l'isolement des personnes âgées en proposant un lieu de socialisation - les K-fés sociaux - à Lyon et Villeurbanne.
Le 208 - AFAA architecture,208 rue Garibaldi,69003,Lyon 3ème,,45.758702,4.852186,,,,,XXIe ,"Livré en 2012, ""Le 208"" rue Garibaldi, conçu par AFAA architecture, est une construction de petite échelle conditionnée par une forme de terrain et un espace très contraint."
Maison du Projet - SPL Lyon Part-Dieu,192 rue Garibaldi,69003,Lyon 3ème,,45.760410,4.851841,,,,"Tram T1, Bus C7, C9, C13 : Part-Dieu-Servient - Métro B : Part-Dieu ou Place Guichard",,"La Société Publique Locale Lyon Part-Dieu (SPL), opérationnelle depuis  janvier 2015, est chargée de piloter le projet urbain Part-Dieu."
Le Tubà,Place Charles Béraudier,69003,Lyon 3ème,,45.760094,4.858485,,,,"Métro B, tram T1, bus C1 : Gare Part-Dieu Vivier-Merle. Tram T3, T4 : Gare Part-Dieu Villette",,Association d’acteurs privés et publics unissant leurs compétences pour repenser la ville de demain.
MJC Rancy,249 rue Vendôme,69003,Lyon 3ème,,45.755877,4.847531,,,,Métro B : station Place Guichard ou Saxe-Gambetta,,"La Maison Pour Tous des Rancy (MPT) est une association d'éducation populaire affiliée au réseau des Maisons des jeunes et de la culture, qui concrétise un projet de développement social et culturel dans le 3ème arrondissement."
Archives du Département du Rhône et de la Métropole de Lyon,34 rue Général Mouton-Duvernet,69003,Lyon 3ème,,45.756345,4.861555,,,,"Tram T4, Bus C 11 : Archives départementales",,"Le nouveau bâtiment des archives départementales du Rhône, conçu par l'architecte Bruno Dumetier et le cabinet Gautier-Conquet, constitue comme un écrin précieux habillé de cuivre pour conserver la mémoire du département du Rhône et de la métropole."
Fédération Compagnonnique des Métiers du Bâtiment,11 rue Charles-Richard,69003,Lyon 3ème,,45.752917,4.886350,,,,Tram T3 : Reconnaissance Balzac,,Siège des compagnons du Tour de France de Lyon.
Tour Incity,114-116 cours Lafayette,69003,Lyon 3ème,,45.763549,4.851108,,,,Bus C3 : Garibaldi-Lafayette,,"Une tour créatrice de valeur située au cœur du quartier d’affaires, Incity sera la 1ère tour HQE® (Haute Qualité Environnementale) de centre-ville en France. Conçue pour le bien-être de l’utilisateur, elle privilégie la lumière naturelle et offre 90% des bureaux éclairés en 1er jour. À l’horizon 2015, la tour Incity apportera une qualité de vie au travail et des services inégalés à Lyon, source d’une dynamique sociale forte."
Château de Sans souci - Maison des associations,36 avenue Lacassagne,69003,Lyon 3ème,,45.754078,4.867286,,,,"Métro D : Sans souci ; Tram T3 : Dauphine-Lacassagne, Bus C11 : Rouget de l'Isle",,
Espace Elsa Triolet,53 rue Charles Richard,69003,Lyon 3ème,,45.749608,4.888348,,,,"Tram T3 : Reconnaissance-Balzac, Bus C26 : Charles Richard",,
,Place Guichard,69003,Lyon 3ème,,45.759048,4.847304,,,,Métro B : Place Guichard,,
Halles de Lyon Paul Bocuse,102 cours Lafayette,69003,Lyon 3ème,,45.763408,4.850451,,,,,,
Hôpital Edouard Herriot,5 place d'Arsonval,69003,Lyon 3ème,,45.743254,4.879904,,,,"Métro D, Tram T2, Bus C8- C13-C16-C22-C24-C26 : Grange Blanche",,
Association soierie vivante,21 rue Richan,69004,Lyon 4ème,,45.780147,4.836844,,,,"Métro C : Croix-Rousse ou Hénon ; Bus C13 : Commandant Arnaud""",XIXe-XXe,L’association Soierie Vivante sauvegarde les deux ateliers de tissage - logis de canuts appartenant à la Ville de Lyon dans lesquels fonctionnent encore les métiers à tisser équipés de mécaniques Jacquard.
Ô vins d'anges,2 place Bertone,69004,Lyon 4ème,,45.777525,4.834551,,,,"Bus C13, S4 : Place Bertone",XIXe ,Cave à vin installée dans un ancien atelier de canuts.
Mairie du 4ème arrondissement,133 boulevard de la Croix-Rousse,69004,Lyon 4ème,,45.774480,4.827720,04 72 98 23 50,,http://www.mairie4.lyon.fr,"Métro C : Croix-Rousse - Bus 2, 13, 45 : Mairie du 4e",XIXe ,"Construite en 1867, la Mairie compte sur sa façade deux plaques évoquant la révolte des canuts de 1831 et 1834. A l’intérieur un métier à tisser mécanique Jacquard est exposé."
Maison des canuts,10 rue d'Ivry,69004,Lyon 4ème,,45.777176,4.833691,,,,"Métro C, bus C13, 33, 45, S6, S12 : Croix-Rousse - S4 : Maison des Canuts",XIXe ,La Maison des Canuts vous entraîne dans la grande aventure de la soierie lyonnaise.
Eglise Saint Denis,4 rue Hénon,69004,Lyon 4ème,,45.779497,4.831639,,,,Métro C : station Hénon - Bus 13 : Pailleron - Bus 33 : Croix-Rousse Hôpital,XVIIe ,Première église de la Croix Rousse (XVIIe) et paroisse des Canuts.
Théâtre de la Croix-Rousse,Place Joannes Ambre,69004,Lyon 4ème,,45.781011,4.832820,04 72 07 49 49,infos@croix-rousse.com,http://www.croix-rousse.com,"Métro C : station Croix-Rousse, Hénon et Cuire - Bus : C13, 38, S4, C1, 2, 33, 45, S6 / S12 : Croix-Rousse",XXe ,"Inaugurée en 1931 par Édouard Herriot, cette salle des fêtes des Canuts accueille en 1980 la Maison de la danse, pour enfin devenir le Théâtre de la Croix-Rousse en 1992."
Centre de maintenance du métro ligne C,75 boulevard des Canuts,69004,Lyon 4ème,,45.780705,4.827581,,,,Métro C : Hénon,XXe ,Les coulisses du réseau TCL.
Atelier Kolibri,7 rue Joséphin Soulary,69004,Lyon 4ème,,45.776443,4.835610,,,,"Métro C : Croix-Rousse - Bus 2, S6, C13, 33, 45 : Place de la Croix-Rousse ou Austerlitz.",,Les livres y sont reliés artisanalement selon des techniques traditionnelles ou contemporaines.
Tassinari et Chatel,7 rue Janin,69004,Lyon 4ème,,45.780174,4.833626,,,,Métro C : station Croix-Rousse,,"Atelier de 400 m2 de la plus ancienne manufacture de soierie lyonnaise, possédant 9 métiers à bras et de nombreuses archives de soierie."
Villa Gillet,25 rue Chazière,69004,Lyon 4ème,,45.775314,4.816607,,,,"Métro C : Croix-Rousse - Bus C13, C18 : Les Esses, bus S4 : Résidence Le Parc",,
Place de la Croix-Rousse,0,69004,Lyon 4ème,,45.774907,4.831724,,,,"Métro C, Bus 2-33-45-C13 : Croix-Rousse",,
Place du Gros Caillou,Boulevard de la Croix-Rousse,69004,Lyon 4ème,,45.774365,4.833713,,,,"Métro C, C13, Bus 2, 45 : Croix-Rousse",,
Musée gallo-romain et site archéologique de Lyon-Fourvière,17 rue Cléberg,69005,Lyon 5ème,,45.760598,4.820104,,,,Funiculaire Fourvière ou Funiculaire Saint-Just : station Minimes,Antiquité,"Musée labellisé Patrimoine du XXe siècle, installé sur le site gallo-romain de la Colonia Copia Claudia Augusta Lugdunum et inséré à proximité du théâtre et de l’odéon antiques."
Eglise Saint-Irénée et Calvaire de Lyon,Place Saint-Irénée,69005,Lyon 5ème,,45.755147,4.812840,,,,Funiculaire : Saint-Just - Bus 46 : Saint-Irénée,IXe-XIXe,La crypte de l'église date de l'époque carolingienne et l'église supérieure du XIXe siècle. Le calvaire monumental est le seul subsistant dans une grande ville.
Site archéologique de Saint-Laurent de Choulans,41 quai Fulchiron,69005,Lyon 5ème,,45.751964,4.821801,,,,"Bus 29, 30, 31 : Pont Kitchener Rive Droite",VIe-VIIe,"Abrité sous un immeuble moderne, dans une boucle autoroutière d'accès au tunnel, cet ensemble, qui remonte aux premiers temps chrétiens, présente les vestiges d’une pratique funéraire de cette époque (les fidèles étaient enterrés dans le sous-sol même des lieux de culte)."
Cathédrale Saint-Jean,Place Saint-Jean,69005,Lyon 5ème,,45.760732,4.826645,,,,"Métro D : Vieux-Lyon - Bus C20, 27, 31 : Vieux Lyon",XIIe-XVe,"Cathédrale de Lyon dont la construction a débuté au XIIe siècle. Edifice de style roman et gothique, classé Monument historique et qui abrite une horloge astronomique remarquable."
Trésor Cathédrale Saint-Jean,Place Saint-Jean,69005,Lyon 5ème,,45.760732,4.826645,,,,"Métro D : Vieux-Lyon - Bus C20, 27, 31 : Vieux Lyon",XIIe-XVe,"Cathédrale de Lyon dont la construction a débuté au XIIe siècle. Edifice de style roman et gothique, classé Monument historique et qui abrite une horloge astronomique remarquable. // Situé dans l'ancienne manécanterie, il présente aujourd'hui des ornements liturgiques du XIXe siècle, des tapisseries des Flandres et d'Aubusson ainsi que de l'orfèvrerie religieuse datant du XIIIe siècle jusqu'au Second Empire."
Eglise Saint Paul,3 place Gerson,69005,Lyon 5ème,,45.766808,4.826823,,,,"Bus C3, C14, S1, 19, 31, 40 - Gare SNCF Saint-Paul",XIIe ,"Une des plus anciennes églises de Lyon, de style roman et gothique, classée Monument historique."
